chrom	chromStart	chromEnd	name	hg19_target_coords	EffectSize	chrTSS	startTSS	endTSS	measuredGeneSymbol	Significant	pValueAdjusted	PowerAtEffectSize10	PowerAtEffectSize15	PowerAtEffectSize2	PowerAtEffectSize20	PowerAtEffectSize25	PowerAtEffectSize3	PowerAtEffectSize5	PowerAtEffectSize50	ValidConnection	CellType	Reference	Regulated	Dataset	hg19_target_chr	hg19_target_start	hg19_target_end	target_name	target_type	TSS_control_gene	de_assigned_gene
chr1	3656581	3656882	PEX10|chr1:3573145-3573446:.	chr1:3573145-3573446	-0.01582325828055364	chr1	2413796	2413797	PEX10	FALSE	0.8920359524499856	0.62	0.9	0.03	0.98	1	0.12	0.11	1	overlaps potential protein coding gene body: TP73	WTC11	WTC11_DC_TAP_Seq	FALSE	WTC11_DC_TAP_Seq	chr1	3573145	3573446	chr1:3573145-3573446	enh	NA	NA
chr1	3656581	3656882	RER1|chr1:3573145-3573446:.	chr1:3573145-3573446	-0.03416328333824714	chr1	2391775	2391776	RER1	FALSE	0.7659029126213591	0.52	0.86	0.08	0.99	1	0.07	0.16	1	overlaps potential protein coding gene body: TP73	WTC11	WTC11_DC_TAP_Seq	FALSE	WTC11_DC_TAP_Seq	chr1	3573145	3573446	chr1:3573145-3573446	enh	NA	NA
chr1	3657550	3657851	PEX10|chr1:3574114-3574415:.	chr1:3574114-3574415	0.00360293629297459	chr1	2413796	2413797	PEX10	FALSE	0.9914187702265372	0.64	0.92	0.04	1	1	0.06	0.14	1	overlaps potential protein coding gene body: TP73	WTC11	WTC11_DC_TAP_Seq	FALSE	WTC11_DC_TAP_Seq	chr1	3574114	3574415	chr1:3574114-3574415	enh	NA	NA
chr1	3657550	3657851	RER1|chr1:3574114-3574415:.	chr1:3574114-3574415	-0.04589342097946902	chr1	2391775	2391776	RER1	FALSE	0.6238102189781022	0.43	0.89	0.01	0.98	1	0.05	0.17	1	overlaps potential protein coding gene body: TP73	WTC11	WTC11_DC_TAP_Seq	FALSE	WTC11_DC_TAP_Seq	chr1	3574114	3574415	chr1:3574114-3574415	enh	NA	NA
chr1	3663010	3663311	PEX10|chr1:3579574-3579875:.	chr1:3579574-3579875	-0.0102511394789484	chr1	2413796	2413797	PEX10	FALSE	0.970295937383526	0.57	0.9	0.04	0.99	1	0.11	0.17	1	overlaps potential protein coding gene body: TP73	WTC11	WTC11_DC_TAP_Seq	FALSE	WTC11_DC_TAP_Seq	chr1	3579574	3579875	chr1:3579574-3579875	enh	NA	NA
chr1	3663010	3663311	RER1|chr1:3579574-3579875:.	chr1:3579574-3579875	-0.02457672323057069	chr1	2391775	2391776	RER1	FALSE	0.8873356807511737	0.5	0.88	0	0.99	1	0.09	0.17	1	overlaps potential protein coding gene body: TP73	WTC11	WTC11_DC_TAP_Seq	FALSE	WTC11_DC_TAP_Seq	chr1	3579574	3579875	chr1:3579574-3579875	enh	NA	NA
chr1	3667305	3667606	PEX10|chr1:3583869-3584170:.	chr1:3583869-3584170	-0.03433907261625013	chr1	2413796	2413797	PEX10	FALSE	0.7815939546599496	0.43	0.8	0.05	0.95	1	0.1	0.08	1	overlaps potential protein coding gene body: TP73	WTC11	WTC11_DC_TAP_Seq	FALSE	WTC11_DC_TAP_Seq	chr1	3583869	3584170	chr1:3583869-3584170	enh	NA	NA
chr1	3667305	3667606	RER1|chr1:3583869-3584170:.	chr1:3583869-3584170	-0.00954944543231373	chr1	2391775	2391776	RER1	FALSE	0.9621115241635688	0.39	0.74	0.02	0.97	1	0.04	0.15	1	overlaps potential protein coding gene body: TP73; < 80% power at 15% effect size	WTC11	WTC11_DC_TAP_Seq	FALSE	WTC11_DC_TAP_Seq	chr1	3583869	3584170	chr1:3583869-3584170	enh	NA	NA
chr1	3674821	3675122	PEX10|chr1:3591385-3591686:.	chr1:3591385-3591686	-0.03031147007006018	chr1	2413796	2413797	PEX10	FALSE	0.7657626373626374	0.55	0.9	0.08	0.99	1	0.18	0.19	1	overlaps potential protein coding gene body: TP73	WTC11	WTC11_DC_TAP_Seq	FALSE	WTC11_DC_TAP_Seq	chr1	3591385	3591686	chr1:3591385-3591686	enh	NA	NA
chr1	3674821	3675122	RER1|chr1:3591385-3591686:.	chr1:3591385-3591686	0.00122701264217273	chr1	2391775	2391776	RER1	FALSE	0.9872960635130664	0.66	0.87	0.07	1	1	0.1	0.23	1	overlaps potential protein coding gene body: TP73	WTC11	WTC11_DC_TAP_Seq	FALSE	WTC11_DC_TAP_Seq	chr1	3591385	3591686	chr1:3591385-3591686	enh	NA	NA
chr1	3718043	3718344	PEX10|chr1:3634607-3634908:.	chr1:3634607-3634908	-0.00718399082903897	chr1	2413796	2413797	PEX10	FALSE	0.9647591240875912	0.61	0.91	0.06	0.99	1	0.13	0.25	1	overlaps potential protein coding gene body: TP73	WTC11	WTC11_DC_TAP_Seq	FALSE	WTC11_DC_TAP_Seq	chr1	3634607	3634908	chr1:3634607-3634908	enh	NA	NA
chr1	3718043	3718344	RER1|chr1:3634607-3634908:.	chr1:3634607-3634908	0.00539281308782491	chr1	2391775	2391776	RER1	FALSE	0.9872960635130664	0.52	0.95	0.04	1	1	0.09	0.25	1	overlaps potential protein coding gene body: TP73	WTC11	WTC11_DC_TAP_Seq	FALSE	WTC11_DC_TAP_Seq	chr1	3634607	3634908	chr1:3634607-3634908	enh	NA	NA
chr1	3720085	3720386	PEX10|chr1:3636649-3636950:.	chr1:3636649-3636950	0.01104611248204312	chr1	2413796	2413797	PEX10	FALSE	0.9611569328565752	0.6	0.86	0.06	0.98	1	0.09	0.13	1	overlaps potential protein coding gene body: TP73	WTC11	WTC11_DC_TAP_Seq	FALSE	WTC11_DC_TAP_Seq	chr1	3636649	3636950	chr1:3636649-3636950	enh	NA	NA
chr1	3720085	3720386	RER1|chr1:3636649-3636950:.	chr1:3636649-3636950	0.00322198490349578	chr1	2391775	2391776	RER1	FALSE	0.998684226646248	0.58	0.89	0.02	0.96	1	0.08	0.14	1	overlaps potential protein coding gene body: TP73	WTC11	WTC11_DC_TAP_Seq	FALSE	WTC11_DC_TAP_Seq	chr1	3636649	3636950	chr1:3636649-3636950	enh	NA	NA
chr1	3772510	3773036	CEP104|chr1:3689074-3689600:.	chr1:3689074-3689600	0.1267002678165401	chr1	3857213	3857214	CEP104	FALSE	0.6037525179856116	0.06	0.11	0.01	0.41	0.52	0.01	0	1	overlaps potential promoter: SMIM1; overlaps potential protein coding gene body: SMIM1; TSS targeting guide(s); < 80% power at 15% effect size	K562	K562_DC_TAP_Seq	FALSE	K562_DC_TAP_Seq	chr1	3689074	3689600	SMIM1_1_TSS_AND_SMIM1_2_TSS	tss_pos	SMIM1	NA
chr1	3772510	3773036	LRRC47|chr1:3689074-3689600:.	chr1:3689074-3689600	0.02508101708267141	chr1	3796503	3796504	LRRC47	FALSE	0.9337430769230768	0.2	0.52	0.02	0.87	0.98	0.04	0.08	1	overlaps potential promoter: SMIM1; overlaps potential protein coding gene body: SMIM1; TSS targeting guide(s); < 80% power at 15% effect size	K562	K562_DC_TAP_Seq	FALSE	K562_DC_TAP_Seq	chr1	3689074	3689600	SMIM1_1_TSS_AND_SMIM1_2_TSS	tss_pos	SMIM1	NA
chr1	3772510	3773036	SMIM1|chr1:3689074-3689600:.	chr1:3689074-3689600	-0.4230177766493092	chr1	3772788	3772789	SMIM1	TRUE	8.02474867256228e-48	0.36	0.68	0.02	0.95	1	0.05	0.08	1	overlaps target gene exon; overlaps target promoter; overlaps potential promoter: SMIM1; overlaps potential protein coding gene body: SMIM1; TSS targeting guide(s); distance <1000	K562	K562_DC_TAP_Seq	TRUE	K562_DC_TAP_Seq	chr1	3689074	3689600	SMIM1_1_TSS_AND_SMIM1_2_TSS	tss_pos	SMIM1	NA
chr1	3774866	3775167	CEP104|chr1:3691430-3691731:.	chr1:3691430-3691731	-0.04161827195550893	chr1	3857213	3857214	CEP104	FALSE	0.8998987228321758	0.07	0.25	0.01	0.43	0.64	0.01	0.01	1	overlaps potential protein coding gene body: SMIM1; < 80% power at 15% effect size	K562	K562_DC_TAP_Seq	FALSE	K562_DC_TAP_Seq	chr1	3691430	3691731	chr1:3691430-3691731	DE	NA	SMIM1
chr1	3774866	3775167	LRRC47|chr1:3691430-3691731:.	chr1:3691430-3691731	-0.00863126256948731	chr1	3796503	3796504	LRRC47	FALSE	0.9634743993371998	0.24	0.64	0.03	0.9	1	0.05	0.06	1	overlaps potential protein coding gene body: SMIM1; < 80% power at 15% effect size	K562	K562_DC_TAP_Seq	FALSE	K562_DC_TAP_Seq	chr1	3691430	3691731	chr1:3691430-3691731	DE	NA	SMIM1
chr1	3774866	3775167	SMIM1|chr1:3691430-3691731:.	chr1:3691430-3691731	-0.5538416449051824	chr1	3772788	3772789	SMIM1	TRUE	1.901248211512588e-118	0.49	0.86	0.04	0.98	1	0.04	0.14	1	overlaps target gene intron; overlaps potential protein coding gene body: SMIM1	K562	K562_DC_TAP_Seq	TRUE	K562_DC_TAP_Seq	chr1	3691430	3691731	chr1:3691430-3691731	DE	NA	SMIM1
chr1	3796254	3796754	CEP104|chr1:3712818-3713318:.	chr1:3712818-3713318	-0.0351132383795143	chr1	3857213	3857214	CEP104	FALSE	0.9105742404792468	0.1	0.22	0	0.45	0.73	0.01	0.01	1	overlaps potential promoter: LRRC47; overlaps potential protein coding gene body: LRRC47; TSS targeting guide(s); < 80% power at 15% effect size	K562	K562_DC_TAP_Seq	FALSE	K562_DC_TAP_Seq	chr1	3712818	3713318	LRRC47_TSS	tss_pos	LRRC47	NA
chr1	3796254	3796754	LRRC47|chr1:3712818-3713318:.	chr1:3712818-3713318	-0.16182943921084103	chr1	3796503	3796504	LRRC47	TRUE	2.645303597317299e-4	0.35	0.68	0.06	0.95	1	0.02	0.07	1	overlaps target gene exon; overlaps target promoter; overlaps potential promoter: LRRC47; overlaps potential protein coding gene body: LRRC47; TSS targeting guide(s); distance <1000	K562	K562_DC_TAP_Seq	TRUE	K562_DC_TAP_Seq	chr1	3712818	3713318	LRRC47_TSS	tss_pos	LRRC47	NA
chr1	3796254	3796754	SMIM1|chr1:3712818-3713318:.	chr1:3712818-3713318	0.02235323405939571	chr1	3772788	3772789	SMIM1	FALSE	0.8049943785134289	0.41	0.81	0.03	1	1	0.04	0.1	1	overlaps potential promoter: LRRC47; overlaps potential protein coding gene body: LRRC47; TSS targeting guide(s)	K562	K562_DC_TAP_Seq	FALSE	K562_DC_TAP_Seq	chr1	3712818	3713318	LRRC47_TSS	tss_pos	LRRC47	NA
chr1	3856983	3857483	CEP104|chr1:3773547-3774047:.	chr1:3773547-3774047	-0.2438828835300002	chr1	3857213	3857214	CEP104	TRUE	0.02736855209273682	0.08	0.12	0	0.24	0.49	0	0.02	1	overlaps target gene exon; overlaps target promoter; overlaps potential promoter: DFFB|CEP104; overlaps potential protein coding gene body: CEP104|DFFB; TSS targeting guide(s); distance <1000	K562	K562_DC_TAP_Seq	TRUE	K562_DC_TAP_Seq	chr1	3773547	3774047	CEP104_TSS	tss_pos	CEP104	NA
chr1	3856983	3857483	LRRC47|chr1:3773547-3774047:.	chr1:3773547-3774047	-0.02426143411068782	chr1	3796503	3796504	LRRC47	FALSE	0.8800563380281691	0.21	0.46	0.04	0.8	0.99	0.03	0.06	1	overlaps potential promoter: DFFB|CEP104; overlaps potential protein coding gene body: CEP104|DFFB; TSS targeting guide(s); < 80% power at 15% effect size	K562	K562_DC_TAP_Seq	FALSE	K562_DC_TAP_Seq	chr1	3773547	3774047	CEP104_TSS	tss_pos	CEP104	NA
chr1	3856983	3857483	SMIM1|chr1:3773547-3774047:.	chr1:3773547-3774047	-0.02492277327318393	chr1	3772788	3772789	SMIM1	FALSE	0.9054588441330998	0.38	0.62	0.02	0.95	1	0.03	0.08	1	overlaps potential promoter: DFFB|CEP104; overlaps potential protein coding gene body: CEP104|DFFB; TSS targeting guide(s); < 80% power at 15% effect size	K562	K562_DC_TAP_Seq	FALSE	K562_DC_TAP_Seq	chr1	3773547	3774047	CEP104_TSS	tss_pos	CEP104	NA
chr1	3899584	3899885	PEX10|chr1:3816148-3816449:.	chr1:3816148-3816449	0.00346689326694549	chr1	2413796	2413797	PEX10	FALSE	0.9872960635130664	0.61	0.88	0.05	0.99	1	0.07	0.13	1	overlaps potential protein coding gene body: C1orf174	WTC11	WTC11_DC_TAP_Seq	FALSE	WTC11_DC_TAP_Seq	chr1	3816148	3816449	chr1:3816148-3816449	enh	NA	NA
chr1	3899584	3899885	RER1|chr1:3816148-3816449:.	chr1:3816148-3816449	-0.02905203208244133	chr1	2391775	2391776	RER1	FALSE	0.8149586776859504	0.53	0.87	0.03	0.99	1	0.06	0.07	1	overlaps potential protein coding gene body: C1orf174	WTC11	WTC11_DC_TAP_Seq	FALSE	WTC11_DC_TAP_Seq	chr1	3816148	3816449	chr1:3816148-3816449	enh	NA	NA
chr1	3901244	3901545	PEX10|chr1:3817808-3818109:.	chr1:3817808-3818109	0.01902330725296575	chr1	2413796	2413797	PEX10	FALSE	0.8588255892255893	0.75	0.93	0.05	1	1	0.06	0.28	1	overlaps potential promoter: C1orf174	WTC11	WTC11_DC_TAP_Seq	FALSE	WTC11_DC_TAP_Seq	chr1	3817808	3818109	chr1:3817808-3818109	enh	NA	NA
chr1	3901244	3901545	RER1|chr1:3817808-3818109:.	chr1:3817808-3818109	-0.02124471339494249	chr1	2391775	2391776	RER1	FALSE	0.8720612244897958	0.63	0.91	0.07	1	1	0.08	0.21	1	overlaps potential promoter: C1orf174	WTC11	WTC11_DC_TAP_Seq	FALSE	WTC11_DC_TAP_Seq	chr1	3817808	3818109	chr1:3817808-3818109	enh	NA	NA
chr1	26169646	26170146	ARID1A|chr1:26496137-26496637:.	chr1:26496137-26496637	-0.02847960294339269	chr1	26693236	26693237	ARID1A	FALSE	0.6238102189781022	0.66	0.99	0.07	0.99	1	0.14	0.31	1	overlaps potential promoter: ZNF593; overlaps potential protein coding gene body: ZNF593|AL391650.1; TSS targeting guide(s)	WTC11	WTC11_DC_TAP_Seq	FALSE	WTC11_DC_TAP_Seq	chr1	26496137	26496637	ZNF593_TSS	tss_random	ZNF593	NA
chr1	26169646	26170146	CEP85|chr1:26496137-26496637:.	chr1:26496137-26496637	0.02535643428317602	chr1	26234153	26234154	CEP85	FALSE	0.8085820701602424	0.48	0.92	0.07	1	1	0.09	0.12	1	overlaps potential promoter: ZNF593; overlaps potential protein coding gene body: ZNF593|AL391650.1; TSS targeting guide(s)	WTC11	WTC11_DC_TAP_Seq	FALSE	WTC11_DC_TAP_Seq	chr1	26496137	26496637	ZNF593_TSS	tss_random	ZNF593	NA
chr1	26169646	26170146	HMGN2|chr1:26496137-26496637:.	chr1:26496137-26496637	-0.00804036296304788	chr1	26472450	26472451	HMGN2	FALSE	0.8746080953875118	0.61	0.98	0.19	1	1	0.14	0.33	1	overlaps potential promoter: ZNF593; overlaps potential protein coding gene body: ZNF593|AL391650.1; TSS targeting guide(s)	WTC11	WTC11_DC_TAP_Seq	FALSE	WTC11_DC_TAP_Seq	chr1	26496137	26496637	ZNF593_TSS	tss_random	ZNF593	NA
chr1	26169646	26170146	LIN28A|chr1:26496137-26496637:.	chr1:26496137-26496637	-0.00549615698962047	chr1	26410778	26410779	LIN28A	FALSE	0.928460663507109	0.81	0.98	0.12	1	1	0.13	0.31	1	overlaps potential promoter: ZNF593; overlaps potential protein coding gene body: ZNF593|AL391650.1; TSS targeting guide(s)	WTC11	WTC11_DC_TAP_Seq	FALSE	WTC11_DC_TAP_Seq	chr1	26496137	26496637	ZNF593_TSS	tss_random	ZNF593	NA
chr1	26169646	26170146	RPA2|chr1:26496137-26496637:.	chr1:26496137-26496637	0.02201886915862982	chr1	27914745	27914746	RPA2	FALSE	0.8163790849673201	0.68	0.97	0.14	1	1	0.09	0.2	1	overlaps potential promoter: ZNF593; overlaps potential protein coding gene body: ZNF593|AL391650.1; TSS targeting guide(s)	WTC11	WTC11_DC_TAP_Seq	FALSE	WTC11_DC_TAP_Seq	chr1	26496137	26496637	ZNF593_TSS	tss_random	ZNF593	NA
chr1	26169646	26170146	SH3BGRL3|chr1:26496137-26496637:.	chr1:26496137-26496637	0.0044141219766407	chr1	26279176	26279177	SH3BGRL3	FALSE	0.9175293244246472	0.8	1	0.15	1	1	0.13	0.44	1	overlaps potential promoter: ZNF593; overlaps potential protein coding gene body: ZNF593|AL391650.1; TSS targeting guide(s)	WTC11	WTC11_DC_TAP_Seq	FALSE	WTC11_DC_TAP_Seq	chr1	26496137	26496637	ZNF593_TSS	tss_random	ZNF593	NA
chr1	26169646	26170146	SMPDL3B|chr1:26496137-26496637:.	chr1:26496137-26496637	0.02907651969659075	chr1	27934993	27934994	SMPDL3B	FALSE	0.8056944937833038	0.57	0.93	0.06	1	1	0.09	0.19	1	overlaps potential promoter: ZNF593; overlaps potential protein coding gene body: ZNF593|AL391650.1; TSS targeting guide(s)	WTC11	WTC11_DC_TAP_Seq	FALSE	WTC11_DC_TAP_Seq	chr1	26496137	26496637	ZNF593_TSS	tss_random	ZNF593	NA
chr1	26169646	26170146	TENT5B|chr1:26496137-26496637:.	chr1:26496137-26496637	0.01633784758595791	chr1	NA	NA	TENT5B	FALSE	0.9269812949640288	0.64	0.87	0.02	1	1	0.11	0.21	1	overlaps potential promoter: ZNF593; overlaps potential protein coding gene body: ZNF593|AL391650.1; TSS targeting guide(s)	WTC11	WTC11_DC_TAP_Seq	FALSE	WTC11_DC_TAP_Seq	chr1	26496137	26496637	ZNF593_TSS	tss_random	ZNF593	NA
chr1	26169646	26170146	TRNP1|chr1:26496137-26496637:.	chr1:26496137-26496637	0.08524586196454997	chr1	26993707	26993708	TRNP1	FALSE	0.6503544929925803	0.21	0.46	0.02	0.86	0.92	0.01	0.07	1	overlaps potential promoter: ZNF593; overlaps potential protein coding gene body: ZNF593|AL391650.1; TSS targeting guide(s); < 80% power at 15% effect size	WTC11	WTC11_DC_TAP_Seq	FALSE	WTC11_DC_TAP_Seq	chr1	26496137	26496637	ZNF593_TSS	tss_random	ZNF593	NA
chr1	26169646	26170146	ZNF593|chr1:26496137-26496637:.	chr1:26496137-26496637	-0.3113142783194486	chr1	26169871	26169872	ZNF593	TRUE	5.26804008488094e-88	0.69	0.97	0.11	1	1	0.15	0.28	1	overlaps target gene exon; overlaps target promoter; overlaps potential promoter: ZNF593; overlaps potential protein coding gene body: ZNF593|AL391650.1; TSS targeting guide(s); distance <1000	WTC11	WTC11_DC_TAP_Seq	TRUE	WTC11_DC_TAP_Seq	chr1	26496137	26496637	ZNF593_TSS	tss_random	ZNF593	NA
chr1	26201228	26201529	ARID1A|chr1:26527719-26528020:.	chr1:26527719-26528020	-0.02022788699989064	chr1	26693236	26693237	ARID1A	FALSE	0.7657626373626374	0.57	0.86	0.1	0.99	1	0.09	0.19	1	overlaps potential protein coding gene body: CATSPER4	WTC11	WTC11_DC_TAP_Seq	FALSE	WTC11_DC_TAP_Seq	chr1	26527719	26528020	chr1:26527719-26528020	enh	NA	NA
chr1	26201228	26201529	CEP85|chr1:26527719-26528020:.	chr1:26527719-26528020	-0.04384767197343331	chr1	26234153	26234154	CEP85	FALSE	0.6385845620121422	0.49	0.88	0.03	1	1	0.05	0.11	1	overlaps potential protein coding gene body: CATSPER4	WTC11	WTC11_DC_TAP_Seq	FALSE	WTC11_DC_TAP_Seq	chr1	26527719	26528020	chr1:26527719-26528020	enh	NA	NA
chr1	26201228	26201529	HMGN2|chr1:26527719-26528020:.	chr1:26527719-26528020	-0.00295122375239687	chr1	26472450	26472451	HMGN2	FALSE	0.9883758654797232	0.75	0.97	0.09	1	1	0.19	0.24	1	overlaps potential protein coding gene body: CATSPER4	WTC11	WTC11_DC_TAP_Seq	FALSE	WTC11_DC_TAP_Seq	chr1	26527719	26528020	chr1:26527719-26528020	enh	NA	NA
chr1	26201228	26201529	LIN28A|chr1:26527719-26528020:.	chr1:26527719-26528020	0.01125202419348325	chr1	26410778	26410779	LIN28A	FALSE	0.6752749244712991	0.78	0.99	0.09	1	1	0.14	0.22	1	overlaps potential protein coding gene body: CATSPER4	WTC11	WTC11_DC_TAP_Seq	FALSE	WTC11_DC_TAP_Seq	chr1	26527719	26528020	chr1:26527719-26528020	enh	NA	NA
chr1	26201228	26201529	RPA2|chr1:26527719-26528020:.	chr1:26527719-26528020	-0.01533022256193716	chr1	27914745	27914746	RPA2	FALSE	0.8832480848556277	0.68	0.92	0.06	0.98	1	0.13	0.23	1	overlaps potential protein coding gene body: CATSPER4	WTC11	WTC11_DC_TAP_Seq	FALSE	WTC11_DC_TAP_Seq	chr1	26527719	26528020	chr1:26527719-26528020	enh	NA	NA
chr1	26201228	26201529	SH3BGRL3|chr1:26527719-26528020:.	chr1:26527719-26528020	0.01115406679312802	chr1	26279176	26279177	SH3BGRL3	FALSE	0.8720612244897958	0.74	0.96	0.11	1	1	0.19	0.28	1	overlaps potential protein coding gene body: CATSPER4	WTC11	WTC11_DC_TAP_Seq	FALSE	WTC11_DC_TAP_Seq	chr1	26527719	26528020	chr1:26527719-26528020	enh	NA	NA
chr1	26201228	26201529	SMPDL3B|chr1:26527719-26528020:.	chr1:26527719-26528020	-0.01375904057192412	chr1	27934993	27934994	SMPDL3B	FALSE	0.928460663507109	0.46	0.87	0.05	0.98	1	0.07	0.07	1	overlaps potential protein coding gene body: CATSPER4	WTC11	WTC11_DC_TAP_Seq	FALSE	WTC11_DC_TAP_Seq	chr1	26527719	26528020	chr1:26527719-26528020	enh	NA	NA
chr1	26201228	26201529	TENT5B|chr1:26527719-26528020:.	chr1:26527719-26528020	-0.00260846017976734	chr1	NA	NA	TENT5B	FALSE	0.9612250543370876	0.48	0.91	0.08	0.98	1	0.07	0.18	1	overlaps potential protein coding gene body: CATSPER4	WTC11	WTC11_DC_TAP_Seq	FALSE	WTC11_DC_TAP_Seq	chr1	26527719	26528020	chr1:26527719-26528020	enh	NA	NA
chr1	26201228	26201529	TRNP1|chr1:26527719-26528020:.	chr1:26527719-26528020	0.13375418902923442	chr1	26993707	26993708	TRNP1	FALSE	0.4052465753424657	0.12	0.4	0.01	0.72	0.94	0.04	0.02	1	overlaps potential protein coding gene body: CATSPER4; < 80% power at 15% effect size	WTC11	WTC11_DC_TAP_Seq	FALSE	WTC11_DC_TAP_Seq	chr1	26527719	26528020	chr1:26527719-26528020	enh	NA	NA
chr1	26201228	26201529	ZNF593|chr1:26527719-26528020:.	chr1:26527719-26528020	0.006005824948206	chr1	26169871	26169872	ZNF593	FALSE	0.9948722135007848	0.66	0.93	0.09	1	1	0.05	0.19	1	overlaps potential protein coding gene body: CATSPER4	WTC11	WTC11_DC_TAP_Seq	FALSE	WTC11_DC_TAP_Seq	chr1	26527719	26528020	chr1:26527719-26528020	enh	NA	NA
chr1	26275563	26275864	ARID1A|chr1:26602054-26602355:.	chr1:26602054-26602355	0.01407963355971309	chr1	26693236	26693237	ARID1A	FALSE	0.8797918215613384	0.7	0.93	0.05	1	1	0.14	0.26	1	overlaps potential protein coding gene body: CEP85	WTC11	WTC11_DC_TAP_Seq	FALSE	WTC11_DC_TAP_Seq	chr1	26602054	26602355	chr1:26602054-26602355	enh	NA	NA
chr1	26275563	26275864	CEP85|chr1:26602054-26602355:.	chr1:26602054-26602355	-0.01713306524326874	chr1	26234153	26234154	CEP85	FALSE	0.9020307354555434	0.49	0.9	0.04	0.97	1	0.04	0.15	1	overlaps target gene intron; overlaps potential protein coding gene body: CEP85	WTC11	WTC11_DC_TAP_Seq	FALSE	WTC11_DC_TAP_Seq	chr1	26602054	26602355	chr1:26602054-26602355	enh	NA	NA
chr1	26275563	26275864	HMGN2|chr1:26602054-26602355:.	chr1:26602054-26602355	-0.0138400328758127	chr1	26472450	26472451	HMGN2	FALSE	0.7657626373626374	0.79	0.97	0.08	1	1	0.12	0.29	1	overlaps potential protein coding gene body: CEP85	WTC11	WTC11_DC_TAP_Seq	FALSE	WTC11_DC_TAP_Seq	chr1	26602054	26602355	chr1:26602054-26602355	enh	NA	NA
chr1	26275563	26275864	LIN28A|chr1:26602054-26602355:.	chr1:26602054-26602355	0.00887978253877341	chr1	26410778	26410779	LIN28A	FALSE	0.8056944937833038	0.71	0.95	0.07	1	1	0.12	0.34	1	overlaps potential protein coding gene body: CEP85	WTC11	WTC11_DC_TAP_Seq	FALSE	WTC11_DC_TAP_Seq	chr1	26602054	26602355	chr1:26602054-26602355	enh	NA	NA
chr1	26275563	26275864	RPA2|chr1:26602054-26602355:.	chr1:26602054-26602355	-0.03602163241444056	chr1	27914745	27914746	RPA2	FALSE	0.4856781002638523	0.68	0.95	0.09	1	1	0.12	0.28	1	overlaps potential protein coding gene body: CEP85	WTC11	WTC11_DC_TAP_Seq	FALSE	WTC11_DC_TAP_Seq	chr1	26602054	26602355	chr1:26602054-26602355	enh	NA	NA
chr1	26275563	26275864	SH3BGRL3|chr1:26602054-26602355:.	chr1:26602054-26602355	-0.06034325301173382	chr1	26279176	26279177	SH3BGRL3	TRUE	7.071141901489951e-7	0.79	0.97	0.08	1	1	0.16	0.23	1	overlaps potential protein coding gene body: CEP85	WTC11	WTC11_DC_TAP_Seq	TRUE	WTC11_DC_TAP_Seq	chr1	26602054	26602355	chr1:26602054-26602355	enh	NA	NA
chr1	26275563	26275864	SMPDL3B|chr1:26602054-26602355:.	chr1:26602054-26602355	0.01717361780633397	chr1	27934993	27934994	SMPDL3B	FALSE	0.8979478067740144	0.59	0.82	0.05	0.99	1	0.07	0.15	1	overlaps potential protein coding gene body: CEP85	WTC11	WTC11_DC_TAP_Seq	FALSE	WTC11_DC_TAP_Seq	chr1	26602054	26602355	chr1:26602054-26602355	enh	NA	NA
chr1	26275563	26275864	TENT5B|chr1:26602054-26602355:.	chr1:26602054-26602355	-0.01880853151914441	chr1	NA	NA	TENT5B	FALSE	0.9287497056745936	0.5	0.86	0.03	0.99	1	0.07	0.26	1	overlaps potential protein coding gene body: CEP85	WTC11	WTC11_DC_TAP_Seq	FALSE	WTC11_DC_TAP_Seq	chr1	26602054	26602355	chr1:26602054-26602355	enh	NA	NA
chr1	26275563	26275864	TRNP1|chr1:26602054-26602355:.	chr1:26602054-26602355	0.01413598061112497	chr1	26993707	26993708	TRNP1	FALSE	0.9872960635130664	0.21	0.44	0.01	0.72	0.92	0.04	0.07	1	overlaps potential protein coding gene body: CEP85; < 80% power at 15% effect size	WTC11	WTC11_DC_TAP_Seq	FALSE	WTC11_DC_TAP_Seq	chr1	26602054	26602355	chr1:26602054-26602355	enh	NA	NA
chr1	26275563	26275864	ZNF593|chr1:26602054-26602355:.	chr1:26602054-26602355	-0.00817497476131345	chr1	26169871	26169872	ZNF593	FALSE	0.9786767841011744	0.66	0.98	0.11	1	1	0.11	0.25	1	overlaps potential protein coding gene body: CEP85	WTC11	WTC11_DC_TAP_Seq	FALSE	WTC11_DC_TAP_Seq	chr1	26602054	26602355	chr1:26602054-26602355	enh	NA	NA
chr1	26279471	26279971	ARID1A|chr1:26605962-26606462:.	chr1:26605962-26606462	-0.02457959023268452	chr1	26693236	26693237	ARID1A	FALSE	0.6238102189781022	0.78	0.96	0.08	1	1	0.22	0.34	1	overlaps potential promoter: SH3BGRL3; TSS targeting guide(s)	WTC11	WTC11_DC_TAP_Seq	FALSE	WTC11_DC_TAP_Seq	chr1	26605962	26606462	SH3BGRL3_TSS	tss_random	SH3BGRL3	NA
