intended_target_name_hg38	targeting_chr_hg38	targeting_start_hg38	targeting_end_hg38	intended_target_name_hg19	targeting_chr_hg19	targeting_start_hg19	targeting_end_hg19	element_gene_pair_identifier_hg38	element_gene_pair_identifier_hg19	gene_symbol	gene_id	cell_type	fold_change_effect_size	log_2_FC_effect_size	pct_change_effect_size	standard_error_fold_change	standard_error_log_2_FC	standard_error_pct_change	lower_CI_95_fold_change	upper_CI_95_fold_change	lower_CI_95_log_2_FC	upper_CI_95_log_2_FC	lower_CI_95_pct_change	upper_CI_95_pct_change	sceptre_p_value	sceptre_adj_p_value	significant	distance_to_gencode_gene_TSS	distance_to_abc_canonical_TSS	chrTSS_hg38	startTSS_hg38	endTSS_hg38	element_location	gencode_promoter_overlap	abc_tss_overlap	gencode_protein_coding_gene_body_overlap	DistalElement_Gene	DistalPromoter_Gene	selfPromoter	Positive_Control_DistalElement_Gene	Positive_Control_selfPromoter	Random_DistalElement_Gene	power_at_effect_size_2	power_at_effect_size_3	power_at_effect_size_5	power_at_effect_size_10	power_at_effect_size_15	power_at_effect_size_20	power_at_effect_size_25	power_at_effect_size_50	intended_positive_control_distal_element_target_gene	intended_positive_control_target_gene	design_file_target_name	design_file_type	guide_ids	include_in_fdr	sceptre_adj_p_value_wo_pos_controls	significant_wo_pos_controls_20fdr	power_at_effect_size_2_wo_pos_controls_20fdr	power_at_effect_size_3_wo_pos_controls_20fdr	power_at_effect_size_5_wo_pos_controls_20fdr	power_at_effect_size_10_wo_pos_controls_20fdr	power_at_effect_size_15_wo_pos_controls_20fdr	power_at_effect_size_20_wo_pos_controls_20fdr	power_at_effect_size_25_wo_pos_controls_20fdr	power_at_effect_size_50_wo_pos_controls_20fdr	mean_sim_pert_cells	resized_merged_targeting_chr_hg38	resized_merged_targeting_start_hg38	resized_merged_targeting_end_hg38	resized_merged_element_gene_pair_identifier_hg38	ubiq_category	direct_rate_negative	indirect_rate_negative	direct_vs_indirect_negative	direct_rate_positive	indirect_rate_positive	direct_vs_indirect_positive	element_category
chr14:54902147-54902448	chr14	54902147	54902448	chr14:55368865-55369166	chr14	55368865	55369166	KTN1|chr14:54902147-54902448	KTN1|chr14:55368865-55369166	KTN1	ENSG00000126777	K562	1.118297242	0.161303706	11.82972421	0.045394178	0.058562208	4.539417849	1.029324652	1.207269832	0.046521777	0.276085634	2.932465229	20.7269832	0.006269105	0.147255187	FALSE	656775	677908.5	chr14	55559072	55559073	promoter	NA	GCH1	GCH1	FALSE	TRUE	FALSE	FALSE	FALSE	FALSE	0.02	0.02	0.11	0.28	0.61	0.84	0.98	1	NA	NA	chr14:55368865-55369166	enh	"K562_Random_Screen_Crop_6866,K562_Random_Screen_Crop_6867,K562_Random_Screen_Crop_6868,K562_Random_Screen_Crop_6869,K562_Random_Screen_Crop_6870,K562_Random_Screen_Crop_6871,K562_Random_Screen_Crop_6872,K562_Random_Screen_Crop_6873,K562_Random_Screen_Crop_6874,K562_Random_Screen_Crop_6875,K562_Random_Screen_Crop_6876,K562_Random_Screen_Crop_6877,K562_Random_Screen_Crop_6878,K562_Random_Screen_Crop_6879,K562_Random_Screen_Crop_6880"	TRUE	0.259348605	FALSE	0.01	0.02	0.1	0.27	0.61	0.84	0.98	1	670	chr14	54902048	54902547	KTN1|chr14:54902048-54902547	Other gene	9.78E-04	0.002987066	0.246662614	6.61E-04	0.006201574	0.096364713	NA
chr2:217837232-217837533	chr2	217837232	217837533	chr2:218701955-218702256	chr2	218701955	218702256	IGFBP2|chr2:217837232-217837533	IGFBP2|chr2:218701955-218702256	IGFBP2	ENSG00000115457	WTC11	1.046471156	0.065532547	4.64711559	0.017691472	0.024389969	1.769147221	1.01179587	1.081146441	0.017728207	0.113336886	1.179587037	8.114644143	0.00622482	0.147732725	FALSE	1204554	1204555.5	chr2	216632828	216632829	distal	NA	NA	TNS1	TRUE	FALSE	FALSE	FALSE	FALSE	TRUE	0.06	0.14	0.19	0.68	0.95	0.99	1	1	NA	NA	chr2:218701955-218702256	enh	"WTC11_Random_Screen_Crop_9123,WTC11_Random_Screen_Crop_9124,WTC11_Random_Screen_Crop_9125,WTC11_Random_Screen_Crop_9126,WTC11_Random_Screen_Crop_9127,WTC11_Random_Screen_Crop_9128,WTC11_Random_Screen_Crop_9129,WTC11_Random_Screen_Crop_9130,WTC11_Random_Screen_Crop_9131,WTC11_Random_Screen_Crop_9132,WTC11_Random_Screen_Crop_9133,WTC11_Random_Screen_Crop_9134,WTC11_Random_Screen_Crop_9135,WTC11_Random_Screen_Crop_9136,WTC11_Random_Screen_Crop_9137"	TRUE	0.218342318	FALSE	0.06	0.14	0.23	0.73	0.95	0.99	1	1	814	chr2	217837133	217837632	IGFBP2|chr2:217837133-217837632	Other gene	4.37E-04	0.005946309	0.068448437	4.96E-04	0.007651007	0.060832704	No H3K27ac
chr19:10092155-10092568	chr19	10092155	10092568	chr19:10202831-10203244	chr19	10202831	10203244	ICAM4|chr19:10092155-10092568	ICAM4|chr19:10202831-10203244	ICAM4	ENSG00000105371	K562	1.065033136	0.090898317	6.503313592	0.0279081	0.037804342	2.790809971	1.01033326	1.119733011	0.016801807	0.164994828	1.03332605	11.97330114	0.006342672	0.14851624	FALSE	194594	194604.5	chr19	10286967	10286968	distal	NA	NA	"ANGPTL6,SHFL"	TRUE	FALSE	FALSE	FALSE	FALSE	TRUE	0.03	0.07	0.11	0.53	0.85	0.98	1	1	NA	NA	chr19:10202831-10203244	enh	"K562_Random_Screen_Crop_12015,K562_Random_Screen_Crop_12016,K562_Random_Screen_Crop_12017,K562_Random_Screen_Crop_12018,K562_Random_Screen_Crop_12019,K562_Random_Screen_Crop_12020,K562_Random_Screen_Crop_12021,K562_Random_Screen_Crop_12022,K562_Random_Screen_Crop_12023,K562_Random_Screen_Crop_12024,K562_Random_Screen_Crop_12025,K562_Random_Screen_Crop_12026,K562_Random_Screen_Crop_12027,K562_Random_Screen_Crop_12028,K562_Random_Screen_Crop_12029,K562_Random_Screen_Crop_12030,K562_Random_Screen_Crop_12031,K562_Random_Screen_Crop_12032,K562_Random_Screen_Crop_12033"	TRUE	0.260252119	FALSE	0.03	0.07	0.11	0.51	0.83	0.98	1	1	780	chr19	10092112	10092611	ICAM4|chr19:10092112-10092611	Other gene	0.004922865	0.002987066	0.622365066	0.00117965	0.006201574	0.159817665	H3K27ac
chr19:38362504-38362805	chr19	38362504	38362805	chr19:38853144-38853445	chr19	38853144	38853445	PSMD8|chr19:38362504-38362805	PSMD8|chr19:38853144-38853445	PSMD8	ENSG00000099341	K562	0.972675235	-0.039969909	-2.73247654	0.011406696	0.016918683	1.140669644	0.95031811	0.99503236	-0.073130529	-0.00680929	-4.968189042	-0.496764037	0.006362433	0.14851624	FALSE	11882	11894.5	chr19	38374536	38374537	distal	NA	NA	CATSPERG	TRUE	FALSE	FALSE	FALSE	FALSE	TRUE	0.04	0.05	0.13	0.56	0.89	1	1	1	NA	NA	chr19:38853144-38853445	enh	"K562_Random_Screen_Crop_12406,K562_Random_Screen_Crop_12407,K562_Random_Screen_Crop_12408,K562_Random_Screen_Crop_12409,K562_Random_Screen_Crop_12410,K562_Random_Screen_Crop_12411,K562_Random_Screen_Crop_12412,K562_Random_Screen_Crop_12413,K562_Random_Screen_Crop_12414,K562_Random_Screen_Crop_12415,K562_Random_Screen_Crop_12416,K562_Random_Screen_Crop_12417,K562_Random_Screen_Crop_12418,K562_Random_Screen_Crop_12419,K562_Random_Screen_Crop_12420"	TRUE	0.260252119	FALSE	0.04	0.05	0.12	0.56	0.88	1	1	1	651	chr19	38362405	38362904	PSMD8|chr19:38362405-38362904	Ubiq. expr. gene	0.202024448	0.002987066	0.985429764	0.004460807	0.006201574	0.418368763	H3K27ac
chr11:65638454-65638755	chr11	65638454	65638755	chr11:65405925-65406226	chr11	65405925	65406226	RBM4|chr11:65638454-65638755	RBM4|chr11:65405925-65406226	RBM4	ENSG00000173933	WTC11	1.028883861	0.041080142	2.888386105	0.011020915	0.015453463	1.102091466	1.007282868	1.050484854	0.010791354	0.07136893	0.728286833	5.048485378	0.00639222	0.149546101	FALSE	1000013	1000011.5	chr11	66638617	66638618	promoter	NA	SIPA1	SIPA1	FALSE	TRUE	FALSE	FALSE	FALSE	FALSE	0.1	0.17	0.38	0.71	0.96	1	1	1	NA	NA	chr11:65405925-65406226	enh	"WTC11_Random_Screen_Crop_4366,WTC11_Random_Screen_Crop_4367,WTC11_Random_Screen_Crop_4368,WTC11_Random_Screen_Crop_4369,WTC11_Random_Screen_Crop_4370,WTC11_Random_Screen_Crop_4371,WTC11_Random_Screen_Crop_4372,WTC11_Random_Screen_Crop_4373,WTC11_Random_Screen_Crop_4374,WTC11_Random_Screen_Crop_4375,WTC11_Random_Screen_Crop_4376,WTC11_Random_Screen_Crop_4377,WTC11_Random_Screen_Crop_4378,WTC11_Random_Screen_Crop_4379,WTC11_Random_Screen_Crop_4380"	TRUE	0.219255293	FALSE	0.1	0.19	0.41	0.74	0.96	1	1	1	664	chr11	65638355	65638854	RBM4|chr11:65638355-65638854	Ubiq. expr. gene	5.59E-04	0.005946309	0.085996224	5.41E-04	0.007651007	0.066091832	NA
chr17:7043154-7043455	chr17	7043154	7043455	chr17:6946473-6946774	chr17	6946473	6946774	VAMP2|chr17:7043154-7043455	VAMP2|chr17:6946473-6946774	VAMP2	ENSG00000220205	WTC11	1.06909658	0.096392189	6.909658027	0.024467445	0.033017655	2.446744498	1.021140388	1.117052772	0.031677587	0.161106792	2.11403881	11.70527724	0.006348099	0.149546101	FALSE	1120241	1119670.5	chr17	8163545	8163546	promoter	NA	SLC16A11	SLC16A11	FALSE	TRUE	FALSE	FALSE	FALSE	FALSE	0.08	0.13	0.17	0.61	0.92	0.99	1	1	NA	NA	chr17:6946473-6946774	enh	"WTC11_Random_Screen_Crop_6709,WTC11_Random_Screen_Crop_6710,WTC11_Random_Screen_Crop_6711,WTC11_Random_Screen_Crop_6712,WTC11_Random_Screen_Crop_6713,WTC11_Random_Screen_Crop_6714,WTC11_Random_Screen_Crop_6715,WTC11_Random_Screen_Crop_6716,WTC11_Random_Screen_Crop_6717,WTC11_Random_Screen_Crop_6718,WTC11_Random_Screen_Crop_6719,WTC11_Random_Screen_Crop_6720,WTC11_Random_Screen_Crop_6721,WTC11_Random_Screen_Crop_6722,WTC11_Random_Screen_Crop_6723"	TRUE	0.219255293	FALSE	0.09	0.16	0.2	0.64	0.92	0.99	1	1	867	chr17	7043055	7043554	VAMP2|chr17:7043055-7043554	Other gene	4.81E-04	0.005946309	0.074857364	5.13E-04	0.007651007	0.062835189	NA
chr19:9966554-9966855	chr19	9966554	9966855	chr19:10077230-10077531	chr19	10077230	10077531	MRPL4|chr19:9966554-9966855	MRPL4|chr19:10077230-10077531	MRPL4	ENSG00000105364	WTC11	0.969332071	-0.04493711	-3.06679285	0.012155177	0.018091027	1.21551766	0.945507925	0.993156218	-0.080395523	-0.009478696	-5.449207464	-0.684378236	0.006344693	0.149546101	FALSE	285197	285258.5	chr19	10251901	10251902	distal	NA	NA	COL5A3	TRUE	FALSE	FALSE	FALSE	FALSE	TRUE	0.06	0.2	0.26	0.78	0.97	1	1	1	NA	NA	chr19:10077230-10077531	enh	"WTC11_Random_Screen_Crop_7294,WTC11_Random_Screen_Crop_7295,WTC11_Random_Screen_Crop_7296,WTC11_Random_Screen_Crop_7297,WTC11_Random_Screen_Crop_7298,WTC11_Random_Screen_Crop_7299,WTC11_Random_Screen_Crop_7300,WTC11_Random_Screen_Crop_7301,WTC11_Random_Screen_Crop_7302,WTC11_Random_Screen_Crop_7303,WTC11_Random_Screen_Crop_7304,WTC11_Random_Screen_Crop_7305,WTC11_Random_Screen_Crop_7306,WTC11_Random_Screen_Crop_7307,WTC11_Random_Screen_Crop_7308"	TRUE	0.219255293	FALSE	0.08	0.2	0.29	0.82	0.98	1	1	1	814	chr19	9966455	9966954	MRPL4|chr19:9966455-9966954	Ubiq. expr. gene	0.00296249	0.005946309	0.332535318	9.83E-04	0.007651007	0.113903177	H3K27ac
chr20:50460790-50461091	chr20	50460790	50461091	chr20:49077327-49077628	chr20	49077327	49077628	ADNP|chr20:50460790-50461091	ADNP|chr20:49077327-49077628	ADNP	ENSG00000101126	WTC11	1.050299333	0.070800552	5.029933327	0.018884527	0.025939856	1.888452699	1.01328566	1.087313006	0.019958434	0.121642669	1.328566037	8.731300617	0.00637588	0.149546101	FALSE	470497	470272.5	chr20	50931239	50931240	distal	NA	NA	NA	TRUE	FALSE	FALSE	FALSE	FALSE	TRUE	0.04	0.12	0.2	0.69	0.94	1	1	1	NA	NA	chr20:49077327-49077628	enh	"WTC11_Random_Screen_Crop_12037,WTC11_Random_Screen_Crop_12038,WTC11_Random_Screen_Crop_12039,WTC11_Random_Screen_Crop_12040,WTC11_Random_Screen_Crop_12041,WTC11_Random_Screen_Crop_12042,WTC11_Random_Screen_Crop_12043,WTC11_Random_Screen_Crop_12044,WTC11_Random_Screen_Crop_12045,WTC11_Random_Screen_Crop_12046,WTC11_Random_Screen_Crop_12047,WTC11_Random_Screen_Crop_12048,WTC11_Random_Screen_Crop_12049,WTC11_Random_Screen_Crop_12050,WTC11_Random_Screen_Crop_12051"	TRUE	0.219255293	FALSE	0.05	0.15	0.21	0.73	0.94	1	1	1	591	chr20	50460691	50461190	ADNP|chr20:50460691-50461190	Ubiq. expr. gene	0.001523397	0.005946309	0.203943335	7.75E-04	0.007651007	0.091984908	H3K27ac
chr1:27027082-27027383	chr1	27027082	27027383	chr1:27353573-27353874	chr1	27353573	27353874	ARID1A|chr1:27027082-27027383	ARID1A|chr1:27353573-27353874	ARID1A	ENSG00000117713	WTC11	1.045862809	0.064693618	4.586280872	0.018571454	0.02561803	1.857145406	1.009462759	1.082262859	0.01448228	0.114904957	0.946275877	8.226285867	0.00644375	0.150043932	FALSE	333996	331202.5	chr1	26693236	26693237	distal	NA	NA	NA	TRUE	FALSE	FALSE	FALSE	FALSE	TRUE	0.06	0.16	0.28	0.71	0.97	1	1	1	NA	NA	chr1:27353573-27353874	enh	"WTC11_Random_Screen_Crop_1086,WTC11_Random_Screen_Crop_1087,WTC11_Random_Screen_Crop_1088,WTC11_Random_Screen_Crop_1089,WTC11_Random_Screen_Crop_1090,WTC11_Random_Screen_Crop_1091,WTC11_Random_Screen_Crop_1092,WTC11_Random_Screen_Crop_1093,WTC11_Random_Screen_Crop_1094,WTC11_Random_Screen_Crop_1095,WTC11_Random_Screen_Crop_1096,WTC11_Random_Screen_Crop_1097,WTC11_Random_Screen_Crop_1098,WTC11_Random_Screen_Crop_1099,WTC11_Random_Screen_Crop_1100"	TRUE	0.219255293	FALSE	0.08	0.19	0.31	0.75	0.98	1	1	1	727	chr1	27026983	27027482	ARID1A|chr1:27026983-27027482	Other gene	0.002401723	0.005946309	0.287699295	9.12E-04	0.007651007	0.106536316	High H3K27ac
chr5:71782959-71783260	chr5	71782959	71783260	chr5:71078786-71079087	chr5	71078786	71079087	MAP1B|chr5:71782959-71783260	MAP1B|chr5:71078786-71079087	MAP1B	ENSG00000131711	WTC11	0.935015123	-0.096938396	-6.49848771	0.022791892	0.035167078	2.279189233	0.890343014	0.979687232	-0.165865869	-0.028010922	-10.96569861	-2.031276814	0.006459147	0.150043932	FALSE	324125	324157.5	chr5	72107234	72107235	distal	NA	NA	NA	TRUE	FALSE	FALSE	FALSE	FALSE	TRUE	0.06	0.11	0.14	0.47	0.93	0.96	1	1	NA	NA	chr5:71078786-71079087	enh	"WTC11_Random_Screen_Crop_12578,WTC11_Random_Screen_Crop_12579,WTC11_Random_Screen_Crop_12580,WTC11_Random_Screen_Crop_12581,WTC11_Random_Screen_Crop_12582,WTC11_Random_Screen_Crop_12583,WTC11_Random_Screen_Crop_12584,WTC11_Random_Screen_Crop_12585,WTC11_Random_Screen_Crop_12586,WTC11_Random_Screen_Crop_12587,WTC11_Random_Screen_Crop_12588,WTC11_Random_Screen_Crop_12589,WTC11_Random_Screen_Crop_12590,WTC11_Random_Screen_Crop_12591,WTC11_Random_Screen_Crop_12592"	TRUE	0.219255293	FALSE	0.06	0.12	0.16	0.51	0.93	0.97	1	1	654	chr5	71782860	71783359	MAP1B|chr5:71782860-71783359	Other gene	0.00249938	0.005946309	0.295935603	9.25E-04	0.007651007	0.107902468	H3K27ac
chr12:124131075-124131376	chr12	124131075	124131376	chr12:124615621-124615922	chr12	124615621	124615922	ATP6V0A2|chr12:124131075-124131376	ATP6V0A2|chr12:124615621-124615922	ATP6V0A2	ENSG00000185344	WTC11	1.197255507	0.259731072	19.72555073	0.072828621	0.087758619	7.282862108	1.05451141	1.339999605	0.087724178	0.431737966	5.451140998	33.99996046	0.006488652	0.150198589	FALSE	418871	418908.5	chr12	123712318	123712319	distal	NA	NA	RFLNA	TRUE	FALSE	FALSE	FALSE	FALSE	TRUE	0.01	0.03	0.03	0.13	0.25	0.54	0.74	1	NA	NA	chr12:124615621-124615922	enh	"WTC11_Random_Screen_Crop_4862,WTC11_Random_Screen_Crop_4863,WTC11_Random_Screen_Crop_4864,WTC11_Random_Screen_Crop_4865,WTC11_Random_Screen_Crop_4866,WTC11_Random_Screen_Crop_4867,WTC11_Random_Screen_Crop_4868,WTC11_Random_Screen_Crop_4869,WTC11_Random_Screen_Crop_4870,WTC11_Random_Screen_Crop_4871,WTC11_Random_Screen_Crop_4872,WTC11_Random_Screen_Crop_4873,WTC11_Random_Screen_Crop_4874,WTC11_Random_Screen_Crop_4875,WTC11_Random_Screen_Crop_4876"	TRUE	0.219255293	FALSE	0.02	0.05	0.03	0.14	0.29	0.57	0.78	1	812	chr12	124130596	124131475	ATP6V0A2|chr12:124130596-124131475	Other gene	0.001777763	0.005946309	0.230158823	8.19E-04	0.007651007	0.096708584	High H3K27ac
chr17:46785747-46786048	chr17	46785747	46786048	chr17:44863113-44863414	chr17	44863113	44863414	MRPL10|chr17:46785747-46786048	MRPL10|chr17:44863113-44863414	MRPL10	ENSG00000159111	K562	1.064059189	0.089578404	6.405918933	0.022377214	0.030339943	2.23772135	1.020199851	1.107918528	0.030112116	0.149044692	2.019985086	10.79185278	0.006496387	0.150238975	FALSE	1045644	1045643.5	chr17	47831533	47831534	distal	NA	NA	WNT3	TRUE	FALSE	FALSE	FALSE	FALSE	TRUE	0.03	0.2	0.21	0.47	0.8	0.97	1	1	NA	NA	chr17:44863113-44863414	enh	"K562_Random_Screen_Crop_9961,K562_Random_Screen_Crop_9962,K562_Random_Screen_Crop_9963,K562_Random_Screen_Crop_9964,K562_Random_Screen_Crop_9965,K562_Random_Screen_Crop_9966,K562_Random_Screen_Crop_9967,K562_Random_Screen_Crop_9968,K562_Random_Screen_Crop_9969,K562_Random_Screen_Crop_9970,K562_Random_Screen_Crop_9971,K562_Random_Screen_Crop_9972,K562_Random_Screen_Crop_9973,K562_Random_Screen_Crop_9974,K562_Random_Screen_Crop_9975"	TRUE	0.261327037	FALSE	0.03	0.18	0.2	0.46	0.79	0.97	1	1	763	chr17	46785648	46786147	MRPL10|chr17:46785648-46786147	Ubiq. expr. gene	5.27E-04	0.002987066	0.150034245	5.30E-04	0.006201574	0.078744699	No H3K27ac
chr17:47831291-47831791	chr17	47831291	47831791	chr17:45908657-45909157	chr17	45908657	45909157	CBX1|chr17:47831291-47831791	CBX1|chr17:45908657-45909157	CBX1	ENSG00000108468	K562	1.134579287	0.182157431	13.45792869	0.052296948	0.066499141	5.229694797	1.032077269	1.237081305	0.051819116	0.312495747	3.207726887	23.70813049	0.006487985	0.150238975	FALSE	269933	269657	chr17	48101520	48101521	promoter	"LRRC46,MRPL10"	"MRPL10,LRRC46"	"LRRC46,MRPL10"	FALSE	TRUE	FALSE	FALSE	FALSE	FALSE	0	0	0.03	0.1	0.49	0.71	0.89	1	NA	MRPL10	MRPL10_TSS	tss_random	"K562_Random_Screen_Crop_10195,K562_Random_Screen_Crop_10196,K562_Random_Screen_Crop_10197,K562_Random_Screen_Crop_10198,K562_Random_Screen_Crop_10199,K562_Random_Screen_Crop_10200,K562_Random_Screen_Crop_10201,K562_Random_Screen_Crop_10202,K562_Random_Screen_Crop_10203,K562_Random_Screen_Crop_10204,K562_Random_Screen_Crop_10205,K562_Random_Screen_Crop_10206,K562_Random_Screen_Crop_10207,K562_Random_Screen_Crop_10208,K562_Random_Screen_Crop_10209"	TRUE	0.261327037	FALSE	0	0	0.02	0.1	0.45	0.71	0.88	1	565	chr17	47831292	47831791	CBX1|chr17:47831292-47831791	Ubiq. expr. gene	0.003187093	0.002987066	0.516198738	0.001009574	0.006201574	0.140001838	NA
chr19:10223570-10223871	chr19	10223570	10223871	chr19:10334246-10334547	chr19	10334246	10334547	DNM2|chr19:10223570-10223871	DNM2|chr19:10334246-10334547	DNM2	ENSG00000079805	K562	1.074648124	0.10386435	7.464812377	0.026703703	0.035849223	2.670370324	1.022308865	1.126987382	0.033599873	0.174128827	2.230886542	12.69873821	0.006487897	0.150238975	FALSE	494359	494331.5	chr19	10718079	10718080	distal	NA	NA	"DNMT1,S1PR2"	TRUE	FALSE	FALSE	FALSE	FALSE	TRUE	0.08	0.06	0.14	0.47	0.77	0.98	1	1	NA	NA	chr19:10334246-10334547	enh	"K562_Random_Screen_Crop_12109,K562_Random_Screen_Crop_12110,K562_Random_Screen_Crop_12111,K562_Random_Screen_Crop_12112,K562_Random_Screen_Crop_12113,K562_Random_Screen_Crop_12114,K562_Random_Screen_Crop_12115,K562_Random_Screen_Crop_12116,K562_Random_Screen_Crop_12117,K562_Random_Screen_Crop_12118,K562_Random_Screen_Crop_12119,K562_Random_Screen_Crop_12120,K562_Random_Screen_Crop_12121,K562_Random_Screen_Crop_12122,K562_Random_Screen_Crop_12123"	TRUE	0.261327037	FALSE	0.07	0.06	0.14	0.45	0.75	0.98	1	1	736	chr19	10223471	10223970	DNM2|chr19:10223471-10223970	Other gene	0.001426488	0.002987066	0.323206212	7.57E-04	0.006201574	0.108792172	H3K27ac
chr8:144691695-144691996	chr8	144691695	144691996	chr8:145917080-145917381	chr8	145917080	145917381	COMMD5|chr8:144691695-144691996	COMMD5|chr8:145917080-145917381	COMMD5	ENSG00000170619	K562	0.867883346	-0.204426955	-13.21166539	0.046016179	0.076493361	4.601617949	0.777691634	0.958075058	-0.354353942	-0.054499967	-22.23083657	-4.192494206	0.006550144	0.151016083	FALSE	161891	161221.5	chr8	144853735	144853736	distal	NA	NA	NA	TRUE	FALSE	FALSE	FALSE	FALSE	TRUE	0	0.02	0.04	0.19	0.37	0.7	0.91	1	NA	NA	chr8:145917080-145917381	enh	"K562_Random_Screen_Crop_5383,K562_Random_Screen_Crop_5384,K562_Random_Screen_Crop_5385,K562_Random_Screen_Crop_5386,K562_Random_Screen_Crop_5387,K562_Random_Screen_Crop_5388,K562_Random_Screen_Crop_5389,K562_Random_Screen_Crop_5390,K562_Random_Screen_Crop_5391,K562_Random_Screen_Crop_5392,K562_Random_Screen_Crop_5393,K562_Random_Screen_Crop_5394,K562_Random_Screen_Crop_5395,K562_Random_Screen_Crop_5396,K562_Random_Screen_Crop_5397"	TRUE	0.262041738	FALSE	0	0.02	0.03	0.19	0.37	0.69	0.91	1	583	chr8	144691596	144692095	COMMD5|chr8:144691596-144692095	Ubiq. expr. gene	0.006286059	0.002987066	0.677879253	0.001287561	0.006201574	0.171923873	H3K27ac
chr21:43789286-43789786	chr21	43789286	43789786	chr21:45209167-45209667	chr21	45209167	45209667	CSTB|chr21:43789286-43789786	CSTB|chr21:45209167-45209667	CSTB	ENSG00000160213	K562	0.983059306	-0.024649641	-1.694069428	0.011284026	0.016559945	1.128402576	0.960942615	1.005175996	-0.057107133	0.007807851	-3.905738478	0.517599622	0.006632792	0.152452497	FALSE	13091	13161	chr21	43776444	43776445	promoter	RRP1	RRP1	RRP1	FALSE	TRUE	FALSE	FALSE	FALSE	FALSE	0.02	0.13	0.21	0.66	0.95	1	1	1	NA	RRP1	RRP1_TSS	tss_random	"K562_Random_Screen_Crop_13502,K562_Random_Screen_Crop_13503,K562_Random_Screen_Crop_13504,K562_Random_Screen_Crop_13505,K562_Random_Screen_Crop_13506,K562_Random_Screen_Crop_13507,K562_Random_Screen_Crop_13508,K562_Random_Screen_Crop_13509,K562_Random_Screen_Crop_13510,K562_Random_Screen_Crop_13511,K562_Random_Screen_Crop_13512,K562_Random_Screen_Crop_13513,K562_Random_Screen_Crop_13514,K562_Random_Screen_Crop_13515,K562_Random_Screen_Crop_13516"	TRUE	0.262506364	FALSE	0.02	0.13	0.21	0.65	0.95	1	1	1	814	chr21	43789287	43789786	CSTB|chr21:43789287-43789786	Other gene	0.177620844	0.002987066	0.983461045	0.004259836	0.006201574	0.407195183	NA
chr1:153190422-153190723	chr1	153190422	153190723	chr1:153162898-153163199	chr1	153162898	153163199	RAB13|chr1:153190422-153190723	RAB13|chr1:153162898-153163199	RAB13	ENSG00000143545	K562	1.076014798	0.105697919	7.601479788	0.028738932	0.038532476	2.873893175	1.019686492	1.132343104	0.030174266	0.181221572	1.968649166	13.23431041	0.006680676	0.15304795	FALSE	795786	795804.5	chr1	153986357	153986358	distal	NA	NA	NA	TRUE	FALSE	FALSE	FALSE	FALSE	TRUE	0.03	0.05	0.06	0.4	0.77	0.93	0.99	1	NA	NA	chr1:153162898-153163199	enh	"K562_Random_Screen_Crop_270,K562_Random_Screen_Crop_271,K562_Random_Screen_Crop_272,K562_Random_Screen_Crop_273,K562_Random_Screen_Crop_274,K562_Random_Screen_Crop_275,K562_Random_Screen_Crop_276,K562_Random_Screen_Crop_277,K562_Random_Screen_Crop_278,K562_Random_Screen_Crop_279,K562_Random_Screen_Crop_280,K562_Random_Screen_Crop_281,K562_Random_Screen_Crop_282,K562_Random_Screen_Crop_283,K562_Random_Screen_Crop_284"	TRUE	0.262506364	FALSE	0.02	0.05	0.06	0.38	0.76	0.93	0.99	1	512	chr1	153190323	153190822	RAB13|chr1:153190323-153190822	Other gene	7.58E-04	0.002987066	0.202367977	0.000603615	0.006201574	0.0886992	CTCF element
chr16:2156583-2156884	chr16	2156583	2156884	chr16:2206584-2206885	chr16	2206584	2206885	TRAF7|chr16:2156583-2156884	TRAF7|chr16:2206584-2206885	TRAF7	ENSG00000131653	K562	0.9145017	-0.128942243	-8.549829995	0.031067039	0.049010585	3.106703925	0.853610303	0.975393097	-0.22500299	-0.032881496	-14.63896969	-2.460690302	0.006719975	0.15304795	FALSE	1035	936.5	chr16	2155698	2155699	distal	NA	NA	TRAF7	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	0.02	0.04	0.1	0.33	0.81	0.97	0.98	1	NA	NA	chr16:2206584-2206885	enh	"K562_Random_Screen_Crop_7735,K562_Random_Screen_Crop_7736,K562_Random_Screen_Crop_7737,K562_Random_Screen_Crop_7738,K562_Random_Screen_Crop_7739,K562_Random_Screen_Crop_7740,K562_Random_Screen_Crop_7741,K562_Random_Screen_Crop_7742,K562_Random_Screen_Crop_7743,K562_Random_Screen_Crop_7744,K562_Random_Screen_Crop_7745,K562_Random_Screen_Crop_7746,K562_Random_Screen_Crop_7747,K562_Random_Screen_Crop_7748,K562_Random_Screen_Crop_7749"	TRUE	0.262506364	FALSE	0.01	0.03	0.1	0.31	0.81	0.97	0.98	1	874	chr16	2156484	2156983	TRAF7|chr16:2156484-2156983	Ubiq. expr. gene	1	0.002987066	0.99702183	0.014245305	0.006201574	0.69669827	High H3K27ac
