intended_target_name_hg38	targeting_chr_hg38	targeting_start_hg38	targeting_end_hg38	intended_target_name_hg19	targeting_chr_hg19	targeting_start_hg19	targeting_end_hg19	element_gene_pair_identifier_hg38	element_gene_pair_identifier_hg19	gene_symbol	gene_id	cell_type	log_2_FC_effect_size	pct_change_effect_size	sceptre_p_value	sceptre_adj_p_value	significant	distance_to_gencode_gene_TSS	distance_to_abc_canonical_TSS	chrTSS_hg38	startTSS_hg38	endTSS_hg38	element_location	gencode_promoter_overlap	abc_tss_overlap	gencode_protein_coding_gene_body_overlap	DistalElement_Gene	DistalPromoter_Gene	selfPromoter	Positive_Control_DistalElement_Gene	Positive_Control_selfPromoter	Random_DistalElement_Gene	power_at_effect_size_2	power_at_effect_size_3	power_at_effect_size_5	power_at_effect_size_10	power_at_effect_size_15	power_at_effect_size_20	power_at_effect_size_25	power_at_effect_size_50	intended_positive_control_distal_element_target_gene	intended_positive_control_target_gene	design_file_target_name	design_file_type	guide_ids
chr1:2800358-2800659	chr1	2800358	2800659	chr1:2716923-2717224	chr1	2716923	2717224	PEX10|chr1:2800358-2800659	PEX10|chr1:2716923-2717224	PEX10	ENSG00000157911	WTC11	0.06221005465772839	4.406393080463755	0.04	0.42344605475040265	FALSE	371837	387937.5	chr1	2413796	2413797	distal	NA	NA	TTC34	TRUE	FALSE	FALSE	FALSE	FALSE	TRUE	0.06	0.11	0.21	0.67	0.92	0.99	1	1	NA	NA	chr1:2716923-2717224	enh	WTC11_Random_Screen_Crop_987,WTC11_Random_Screen_Crop_988,WTC11_Random_Screen_Crop_989,WTC11_Random_Screen_Crop_990,WTC11_Random_Screen_Crop_991,WTC11_Random_Screen_Crop_992,WTC11_Random_Screen_Crop_993,WTC11_Random_Screen_Crop_994,WTC11_Random_Screen_Crop_995,WTC11_Random_Screen_Crop_996,WTC11_Random_Screen_Crop_997,WTC11_Random_Screen_Crop_998,WTC11_Random_Screen_Crop_999,WTC11_Random_Screen_Crop_1000,WTC11_Random_Screen_Crop_1001
chr1:2800358-2800659	chr1	2800358	2800659	chr1:2716923-2717224	chr1	2716923	2717224	RER1|chr1:2800358-2800659	RER1|chr1:2716923-2717224	RER1	ENSG00000157916	WTC11	-0.043067438427978263	-2.941090124167955	0.284	0.8085820701602424	FALSE	393859	408734.5	chr1	2391775	2391776	distal	NA	NA	TTC34	TRUE	FALSE	FALSE	FALSE	FALSE	TRUE	0.09	0.08	0.18	0.5	0.81	0.98	1	1	NA	NA	chr1:2716923-2717224	enh	WTC11_Random_Screen_Crop_987,WTC11_Random_Screen_Crop_988,WTC11_Random_Screen_Crop_989,WTC11_Random_Screen_Crop_990,WTC11_Random_Screen_Crop_991,WTC11_Random_Screen_Crop_992,WTC11_Random_Screen_Crop_993,WTC11_Random_Screen_Crop_994,WTC11_Random_Screen_Crop_995,WTC11_Random_Screen_Crop_996,WTC11_Random_Screen_Crop_997,WTC11_Random_Screen_Crop_998,WTC11_Random_Screen_Crop_999,WTC11_Random_Screen_Crop_1000,WTC11_Random_Screen_Crop_1001
chr1:2801649-2801950	chr1	2801649	2801950	chr1:2718214-2718515	chr1	2718214	2718515	PEX10|chr1:2801649-2801950	PEX10|chr1:2718214-2718515	PEX10	ENSG00000157911	WTC11	0.0035966516349468748	0.24961190709986697	0.952	0.9946675143038778	FALSE	373128	389228.5	chr1	2413796	2413797	promoter	TTC34	NA	TTC34	FALSE	TRUE	FALSE	FALSE	FALSE	FALSE	0.08	0.1	0.15	0.57	0.88	0.98	1	1	NA	NA	chr1:2718214-2718515	enh	WTC11_Random_Screen_Crop_1017,WTC11_Random_Screen_Crop_1018,WTC11_Random_Screen_Crop_1019,WTC11_Random_Screen_Crop_1020,WTC11_Random_Screen_Crop_1021,WTC11_Random_Screen_Crop_1022,WTC11_Random_Screen_Crop_1023,WTC11_Random_Screen_Crop_1024,WTC11_Random_Screen_Crop_1025,WTC11_Random_Screen_Crop_1026,WTC11_Random_Screen_Crop_1027,WTC11_Random_Screen_Crop_1028,WTC11_Random_Screen_Crop_1029,WTC11_Random_Screen_Crop_1030,WTC11_Random_Screen_Crop_1031
chr1:2801649-2801950	chr1	2801649	2801950	chr1:2718214-2718515	chr1	2718214	2718515	RER1|chr1:2801649-2801950	RER1|chr1:2718214-2718515	RER1	ENSG00000157916	WTC11	-0.024312169193505092	-1.67107123400223	0.528	0.909848492791612	FALSE	395150	410025.5	chr1	2391775	2391776	promoter	TTC34	NA	TTC34	FALSE	TRUE	FALSE	FALSE	FALSE	FALSE	0.04	0.05	0.18	0.46	0.86	0.97	1	1	NA	NA	chr1:2718214-2718515	enh	WTC11_Random_Screen_Crop_1017,WTC11_Random_Screen_Crop_1018,WTC11_Random_Screen_Crop_1019,WTC11_Random_Screen_Crop_1020,WTC11_Random_Screen_Crop_1021,WTC11_Random_Screen_Crop_1022,WTC11_Random_Screen_Crop_1023,WTC11_Random_Screen_Crop_1024,WTC11_Random_Screen_Crop_1025,WTC11_Random_Screen_Crop_1026,WTC11_Random_Screen_Crop_1027,WTC11_Random_Screen_Crop_1028,WTC11_Random_Screen_Crop_1029,WTC11_Random_Screen_Crop_1030,WTC11_Random_Screen_Crop_1031
chr1:2803075-2803376	chr1	2803075	2803376	chr1:2719640-2719941	chr1	2719640	2719941	PEX10|chr1:2803075-2803376	PEX10|chr1:2719640-2719941	PEX10	ENSG00000157911	WTC11	-0.00215042965630217	-0.148945391410759	1	1	FALSE	374554	390654.5	chr1	2413796	2413797	distal	NA	NA	NA	TRUE	FALSE	FALSE	FALSE	FALSE	TRUE	0.05	0.04	0.12	0.51	0.83	0.97	1	1	NA	NA	chr1:2719640-2719941	enh	WTC11_Random_Screen_Crop_1032,WTC11_Random_Screen_Crop_1033,WTC11_Random_Screen_Crop_1034,WTC11_Random_Screen_Crop_1035,WTC11_Random_Screen_Crop_1036,WTC11_Random_Screen_Crop_1037,WTC11_Random_Screen_Crop_1038,WTC11_Random_Screen_Crop_1039,WTC11_Random_Screen_Crop_1040,WTC11_Random_Screen_Crop_1041,WTC11_Random_Screen_Crop_1042,WTC11_Random_Screen_Crop_1043,WTC11_Random_Screen_Crop_1044,WTC11_Random_Screen_Crop_1045,WTC11_Random_Screen_Crop_1046
chr1:2803075-2803376	chr1	2803075	2803376	chr1:2719640-2719941	chr1	2719640	2719941	RER1|chr1:2803075-2803376	RER1|chr1:2719640-2719941	RER1	ENSG00000157916	WTC11	0.027750650798747317	1.942147535111416	0.472	0.8921587119033927	FALSE	396576	411451.5	chr1	2391775	2391776	distal	NA	NA	NA	TRUE	FALSE	FALSE	FALSE	FALSE	TRUE	0.02	0.07	0.11	0.52	0.73	0.97	1	1	NA	NA	chr1:2719640-2719941	enh	WTC11_Random_Screen_Crop_1032,WTC11_Random_Screen_Crop_1033,WTC11_Random_Screen_Crop_1034,WTC11_Random_Screen_Crop_1035,WTC11_Random_Screen_Crop_1036,WTC11_Random_Screen_Crop_1037,WTC11_Random_Screen_Crop_1038,WTC11_Random_Screen_Crop_1039,WTC11_Random_Screen_Crop_1040,WTC11_Random_Screen_Crop_1041,WTC11_Random_Screen_Crop_1042,WTC11_Random_Screen_Crop_1043,WTC11_Random_Screen_Crop_1044,WTC11_Random_Screen_Crop_1045,WTC11_Random_Screen_Crop_1046
chr1:2803665-2803966	chr1	2803665	2803966	chr1:2720230-2720531	chr1	2720230	2720531	PEX10|chr1:2803665-2803966	PEX10|chr1:2720230-2720531	PEX10	ENSG00000157911	WTC11	0.0285250600560426	1.996882688647283	0.424	0.8746080953875118	FALSE	375144	391244.5	chr1	2413796	2413797	distal	NA	NA	NA	TRUE	FALSE	FALSE	FALSE	FALSE	TRUE	0.03	0.1	0.19	0.59	0.87	1	1	1	NA	NA	chr1:2720230-2720531	enh	WTC11_Random_Screen_Crop_1047,WTC11_Random_Screen_Crop_1048,WTC11_Random_Screen_Crop_1049,WTC11_Random_Screen_Crop_1050,WTC11_Random_Screen_Crop_1051,WTC11_Random_Screen_Crop_1052,WTC11_Random_Screen_Crop_1053,WTC11_Random_Screen_Crop_1054,WTC11_Random_Screen_Crop_1055,WTC11_Random_Screen_Crop_1056,WTC11_Random_Screen_Crop_1057,WTC11_Random_Screen_Crop_1059,WTC11_Random_Screen_Crop_1066,WTC11_Random_Screen_Crop_1069,WTC11_Random_Screen_Crop_1070
chr1:2803665-2803966	chr1	2803665	2803966	chr1:2720230-2720531	chr1	2720230	2720531	RER1|chr1:2803665-2803966	RER1|chr1:2720230-2720531	RER1	ENSG00000157916	WTC11	0.014219479326569268	0.990492423781619	0.74	0.9612250543370876	FALSE	397166	412041.5	chr1	2391775	2391776	distal	NA	NA	NA	TRUE	FALSE	FALSE	FALSE	FALSE	TRUE	0.04	0.04	0.16	0.46	0.86	0.95	1	1	NA	NA	chr1:2720230-2720531	enh	WTC11_Random_Screen_Crop_1047,WTC11_Random_Screen_Crop_1048,WTC11_Random_Screen_Crop_1049,WTC11_Random_Screen_Crop_1050,WTC11_Random_Screen_Crop_1051,WTC11_Random_Screen_Crop_1052,WTC11_Random_Screen_Crop_1053,WTC11_Random_Screen_Crop_1054,WTC11_Random_Screen_Crop_1055,WTC11_Random_Screen_Crop_1056,WTC11_Random_Screen_Crop_1057,WTC11_Random_Screen_Crop_1059,WTC11_Random_Screen_Crop_1066,WTC11_Random_Screen_Crop_1069,WTC11_Random_Screen_Crop_1070
chr1:3070110-3070411	chr1	3070110	3070411	chr1:2986674-2986975	chr1	2986674	2986975	PEX10|chr1:3070110-3070411	PEX10|chr1:2986674-2986975	PEX10	ENSG00000157911	WTC11	-0.014964980812907742	-1.031932091108078	0.564	0.9175293244246472	FALSE	641588	657689.5	chr1	2413796	2413797	distal	NA	NA	PRDM16	TRUE	FALSE	FALSE	FALSE	FALSE	TRUE	0.13	0.11	0.18	0.67	0.92	1	0.99	1	NA	NA	chr1:2986674-2986975	enh	WTC11_Random_Screen_Crop_1498,WTC11_Random_Screen_Crop_1499,WTC11_Random_Screen_Crop_1500,WTC11_Random_Screen_Crop_1501,WTC11_Random_Screen_Crop_1502,WTC11_Random_Screen_Crop_1503,WTC11_Random_Screen_Crop_1504,WTC11_Random_Screen_Crop_1505,WTC11_Random_Screen_Crop_1506,WTC11_Random_Screen_Crop_1507,WTC11_Random_Screen_Crop_1508,WTC11_Random_Screen_Crop_1509,WTC11_Random_Screen_Crop_1510,WTC11_Random_Screen_Crop_1511,WTC11_Random_Screen_Crop_1512
chr1:3070110-3070411	chr1	3070110	3070411	chr1:2986674-2986975	chr1	2986674	2986975	RER1|chr1:3070110-3070411	RER1|chr1:2986674-2986975	RER1	ENSG00000157916	WTC11	-0.007250930740798642	-0.5013353184393771	0.804	0.9715985294117648	FALSE	663610	678486.5	chr1	2391775	2391776	distal	NA	NA	PRDM16	TRUE	FALSE	FALSE	FALSE	FALSE	TRUE	0.04	0.04	0.22	0.58	0.89	0.98	1	1	NA	NA	chr1:2986674-2986975	enh	WTC11_Random_Screen_Crop_1498,WTC11_Random_Screen_Crop_1499,WTC11_Random_Screen_Crop_1500,WTC11_Random_Screen_Crop_1501,WTC11_Random_Screen_Crop_1502,WTC11_Random_Screen_Crop_1503,WTC11_Random_Screen_Crop_1504,WTC11_Random_Screen_Crop_1505,WTC11_Random_Screen_Crop_1506,WTC11_Random_Screen_Crop_1507,WTC11_Random_Screen_Crop_1508,WTC11_Random_Screen_Crop_1509,WTC11_Random_Screen_Crop_1510,WTC11_Random_Screen_Crop_1511,WTC11_Random_Screen_Crop_1512
chr1:3071054-3071355	chr1	3071054	3071355	chr1:2987618-2987919	chr1	2987618	2987919	PEX10|chr1:3071054-3071355	PEX10|chr1:2987618-2987919	PEX10	ENSG00000157911	WTC11	0.034626649347331	2.429171539983166	0.272	0.8056944937833038	FALSE	642532	658633.5	chr1	2413796	2413797	distal	NA	NA	PRDM16	TRUE	FALSE	FALSE	FALSE	FALSE	TRUE	0.15	0.14	0.28	0.73	0.95	1	1	1	NA	NA	chr1:2987618-2987919	enh	WTC11_Random_Screen_Crop_1513,WTC11_Random_Screen_Crop_1514,WTC11_Random_Screen_Crop_1515,WTC11_Random_Screen_Crop_1516,WTC11_Random_Screen_Crop_1517,WTC11_Random_Screen_Crop_1518,WTC11_Random_Screen_Crop_1519,WTC11_Random_Screen_Crop_1520,WTC11_Random_Screen_Crop_1521,WTC11_Random_Screen_Crop_1522,WTC11_Random_Screen_Crop_1523,WTC11_Random_Screen_Crop_1524,WTC11_Random_Screen_Crop_1525,WTC11_Random_Screen_Crop_1526,WTC11_Random_Screen_Crop_1527
chr1:3071054-3071355	chr1	3071054	3071355	chr1:2987618-2987919	chr1	2987618	2987919	RER1|chr1:3071054-3071355	RER1|chr1:2987618-2987919	RER1	ENSG00000157916	WTC11	-0.013781342506047274	-0.950701851834079	0.66	0.9461055385957262	FALSE	664554	679430.5	chr1	2391775	2391776	distal	NA	NA	PRDM16	TRUE	FALSE	FALSE	FALSE	FALSE	TRUE	0.15	0.13	0.36	0.72	0.94	0.99	1	1	NA	NA	chr1:2987618-2987919	enh	WTC11_Random_Screen_Crop_1513,WTC11_Random_Screen_Crop_1514,WTC11_Random_Screen_Crop_1515,WTC11_Random_Screen_Crop_1516,WTC11_Random_Screen_Crop_1517,WTC11_Random_Screen_Crop_1518,WTC11_Random_Screen_Crop_1519,WTC11_Random_Screen_Crop_1520,WTC11_Random_Screen_Crop_1521,WTC11_Random_Screen_Crop_1522,WTC11_Random_Screen_Crop_1523,WTC11_Random_Screen_Crop_1524,WTC11_Random_Screen_Crop_1525,WTC11_Random_Screen_Crop_1526,WTC11_Random_Screen_Crop_1527
chr1:3221991-3222292	chr1	3221991	3222292	chr1:3138555-3138856	chr1	3138555	3138856	PEX10|chr1:3221991-3222292	PEX10|chr1:3138555-3138856	PEX10	ENSG00000157911	WTC11	0.004530096260574764	0.314495848834406	0.872	0.9872960635130664	FALSE	793469	809570.5	chr1	2413796	2413797	distal	NA	NA	PRDM16	TRUE	FALSE	FALSE	FALSE	FALSE	TRUE	0.07	0.06	0.29	0.63	0.91	1	1	1	NA	NA	chr1:3138555-3138856	enh	WTC11_Random_Screen_Crop_1528,WTC11_Random_Screen_Crop_1529,WTC11_Random_Screen_Crop_1530,WTC11_Random_Screen_Crop_1531,WTC11_Random_Screen_Crop_1532,WTC11_Random_Screen_Crop_1533,WTC11_Random_Screen_Crop_1534,WTC11_Random_Screen_Crop_1535,WTC11_Random_Screen_Crop_1536,WTC11_Random_Screen_Crop_1537,WTC11_Random_Screen_Crop_1538,WTC11_Random_Screen_Crop_1539,WTC11_Random_Screen_Crop_1540,WTC11_Random_Screen_Crop_1541,WTC11_Random_Screen_Crop_1542
chr1:3221991-3222292	chr1	3221991	3222292	chr1:3138555-3138856	chr1	3138555	3138856	RER1|chr1:3221991-3222292	RER1|chr1:3138555-3138856	RER1	ENSG00000157916	WTC11	-0.018811373665364547	-1.295441047318457	0.624	0.9346493506493506	FALSE	815491	830367.5	chr1	2391775	2391776	distal	NA	NA	PRDM16	TRUE	FALSE	FALSE	FALSE	FALSE	TRUE	0.05	0.09	0.15	0.51	0.87	1	1	1	NA	NA	chr1:3138555-3138856	enh	WTC11_Random_Screen_Crop_1528,WTC11_Random_Screen_Crop_1529,WTC11_Random_Screen_Crop_1530,WTC11_Random_Screen_Crop_1531,WTC11_Random_Screen_Crop_1532,WTC11_Random_Screen_Crop_1533,WTC11_Random_Screen_Crop_1534,WTC11_Random_Screen_Crop_1535,WTC11_Random_Screen_Crop_1536,WTC11_Random_Screen_Crop_1537,WTC11_Random_Screen_Crop_1538,WTC11_Random_Screen_Crop_1539,WTC11_Random_Screen_Crop_1540,WTC11_Random_Screen_Crop_1541,WTC11_Random_Screen_Crop_1542
chr1:3391767-3392068	chr1	3391767	3392068	chr1:3308331-3308632	chr1	3308331	3308632	PEX10|chr1:3391767-3392068	PEX10|chr1:3308331-3308632	PEX10	ENSG00000157911	WTC11	0.0015952238601557032	0.110633646020663	0.904	0.9872960635130664	FALSE	963245	979346.5	chr1	2413796	2413797	distal	NA	NA	PRDM16	TRUE	FALSE	FALSE	FALSE	FALSE	TRUE	0.05	0.1	0.12	0.59	0.95	0.97	1	1	NA	NA	chr1:3308331-3308632	enh	WTC11_Random_Screen_Crop_1543,WTC11_Random_Screen_Crop_1544,WTC11_Random_Screen_Crop_1545,WTC11_Random_Screen_Crop_1546,WTC11_Random_Screen_Crop_1547,WTC11_Random_Screen_Crop_1548,WTC11_Random_Screen_Crop_1549,WTC11_Random_Screen_Crop_1550,WTC11_Random_Screen_Crop_1551,WTC11_Random_Screen_Crop_1552,WTC11_Random_Screen_Crop_1553,WTC11_Random_Screen_Crop_1554,WTC11_Random_Screen_Crop_1555,WTC11_Random_Screen_Crop_1556,WTC11_Random_Screen_Crop_1557
chr1:3391767-3392068	chr1	3391767	3392068	chr1:3308331-3308632	chr1	3308331	3308632	RER1|chr1:3391767-3392068	RER1|chr1:3308331-3308632	RER1	ENSG00000157916	WTC11	0.021512756059194706	1.502323738646937	0.628	0.936373780902699	FALSE	985267	1000143.5	chr1	2391775	2391776	distal	NA	NA	PRDM16	TRUE	FALSE	FALSE	FALSE	FALSE	TRUE	0.08	0.05	0.19	0.51	0.81	0.98	1	1	NA	NA	chr1:3308331-3308632	enh	WTC11_Random_Screen_Crop_1543,WTC11_Random_Screen_Crop_1544,WTC11_Random_Screen_Crop_1545,WTC11_Random_Screen_Crop_1546,WTC11_Random_Screen_Crop_1547,WTC11_Random_Screen_Crop_1548,WTC11_Random_Screen_Crop_1549,WTC11_Random_Screen_Crop_1550,WTC11_Random_Screen_Crop_1551,WTC11_Random_Screen_Crop_1552,WTC11_Random_Screen_Crop_1553,WTC11_Random_Screen_Crop_1554,WTC11_Random_Screen_Crop_1555,WTC11_Random_Screen_Crop_1556,WTC11_Random_Screen_Crop_1557
chr1:3453141-3453442	chr1	3453141	3453442	chr1:3369705-3370006	chr1	3369705	3370006	PEX10|chr1:3453141-3453442	PEX10|chr1:3369705-3370006	PEX10	ENSG00000157911	WTC11	0.008954814848313916	0.6226308036036741	0.8	0.9712280701754388	FALSE	1024619	1040720.5	chr1	2413796	2413797	distal	NA	NA	NA	TRUE	FALSE	FALSE	FALSE	FALSE	TRUE	0.1	0.09	0.21	0.7	0.96	0.99	1	1	NA	NA	chr1:3369705-3370006	enh	WTC11_Random_Screen_Crop_1558,WTC11_Random_Screen_Crop_1559,WTC11_Random_Screen_Crop_1560,WTC11_Random_Screen_Crop_1561,WTC11_Random_Screen_Crop_1562,WTC11_Random_Screen_Crop_1563,WTC11_Random_Screen_Crop_1564,WTC11_Random_Screen_Crop_1565,WTC11_Random_Screen_Crop_1566,WTC11_Random_Screen_Crop_1567,WTC11_Random_Screen_Crop_1568,WTC11_Random_Screen_Crop_1569,WTC11_Random_Screen_Crop_1570,WTC11_Random_Screen_Crop_1571,WTC11_Random_Screen_Crop_1572
chr1:3453141-3453442	chr1	3453141	3453442	chr1:3369705-3370006	chr1	3369705	3370006	RER1|chr1:3453141-3453442	RER1|chr1:3369705-3370006	RER1	ENSG00000157916	WTC11	0.017181005424141332	1.198015953338949	0.744	0.9621115241635688	FALSE	1046641	1061517.5	chr1	2391775	2391776	distal	NA	NA	NA	TRUE	FALSE	FALSE	FALSE	FALSE	TRUE	0.08	0.11	0.12	0.68	0.94	1	1	1	NA	NA	chr1:3369705-3370006	enh	WTC11_Random_Screen_Crop_1558,WTC11_Random_Screen_Crop_1559,WTC11_Random_Screen_Crop_1560,WTC11_Random_Screen_Crop_1561,WTC11_Random_Screen_Crop_1562,WTC11_Random_Screen_Crop_1563,WTC11_Random_Screen_Crop_1564,WTC11_Random_Screen_Crop_1565,WTC11_Random_Screen_Crop_1566,WTC11_Random_Screen_Crop_1567,WTC11_Random_Screen_Crop_1568,WTC11_Random_Screen_Crop_1569,WTC11_Random_Screen_Crop_1570,WTC11_Random_Screen_Crop_1571,WTC11_Random_Screen_Crop_1572
chr1:3465220-3465521	chr1	3465220	3465521	chr1:3381784-3382085	chr1	3381784	3382085	PEX10|chr1:3465220-3465521	PEX10|chr1:3381784-3382085	PEX10	ENSG00000157911	WTC11	-0.019887592343472288	-1.369045014229941	0.548	0.9136576211006848	FALSE	1036698	1052799.5	chr1	2413796	2413797	promoter	ARHGEF16	NA	ARHGEF16	FALSE	TRUE	FALSE	FALSE	FALSE	FALSE	0.15	0.09	0.27	0.62	0.94	1	1	1	NA	NA	chr1:3381784-3382085	enh	WTC11_Random_Screen_Crop_1573,WTC11_Random_Screen_Crop_1574,WTC11_Random_Screen_Crop_1575,WTC11_Random_Screen_Crop_1576,WTC11_Random_Screen_Crop_1577,WTC11_Random_Screen_Crop_1578,WTC11_Random_Screen_Crop_1579,WTC11_Random_Screen_Crop_1580,WTC11_Random_Screen_Crop_1581,WTC11_Random_Screen_Crop_1582,WTC11_Random_Screen_Crop_1583,WTC11_Random_Screen_Crop_1584,WTC11_Random_Screen_Crop_1585,WTC11_Random_Screen_Crop_1586,WTC11_Random_Screen_Crop_1587
chr1:3465220-3465521	chr1	3465220	3465521	chr1:3381784-3382085	chr1	3381784	3382085	RER1|chr1:3465220-3465521	RER1|chr1:3381784-3382085	RER1	ENSG00000157916	WTC11	-0.043788226970190955	-2.989569861674046	0.268	0.8056944937833038	FALSE	1058720	1073596.5	chr1	2391775	2391776	promoter	ARHGEF16	NA	ARHGEF16	FALSE	TRUE	FALSE	FALSE	FALSE	FALSE	0.03	0.1	0.22	0.58	0.85	0.99	1	1	NA	NA	chr1:3381784-3382085	enh	WTC11_Random_Screen_Crop_1573,WTC11_Random_Screen_Crop_1574,WTC11_Random_Screen_Crop_1575,WTC11_Random_Screen_Crop_1576,WTC11_Random_Screen_Crop_1577,WTC11_Random_Screen_Crop_1578,WTC11_Random_Screen_Crop_1579,WTC11_Random_Screen_Crop_1580,WTC11_Random_Screen_Crop_1581,WTC11_Random_Screen_Crop_1582,WTC11_Random_Screen_Crop_1583,WTC11_Random_Screen_Crop_1584,WTC11_Random_Screen_Crop_1585,WTC11_Random_Screen_Crop_1586,WTC11_Random_Screen_Crop_1587
chr1:3466051-3466352	chr1	3466051	3466352	chr1:3382615-3382916	chr1	3382615	3382916	PEX10|chr1:3466051-3466352	PEX10|chr1:3382615-3382916	PEX10	ENSG00000157911	WTC11	-0.012849495719442192	-0.886704553578721	0.68	0.9501211477151966	FALSE	1037529	1053630.5	chr1	2413796	2413797	promoter	ARHGEF16	NA	ARHGEF16	FALSE	TRUE	FALSE	FALSE	FALSE	FALSE	0.07	0.13	0.12	0.5	0.89	0.99	1	1	NA	NA	chr1:3382615-3382916	enh	WTC11_Random_Screen_Crop_1588,WTC11_Random_Screen_Crop_1589,WTC11_Random_Screen_Crop_1590,WTC11_Random_Screen_Crop_1591,WTC11_Random_Screen_Crop_1592,WTC11_Random_Screen_Crop_1593,WTC11_Random_Screen_Crop_1594,WTC11_Random_Screen_Crop_1595,WTC11_Random_Screen_Crop_1596,WTC11_Random_Screen_Crop_1597,WTC11_Random_Screen_Crop_1598,WTC11_Random_Screen_Crop_1599,WTC11_Random_Screen_Crop_1600,WTC11_Random_Screen_Crop_1601,WTC11_Random_Screen_Crop_1602
chr1:3466051-3466352	chr1	3466051	3466352	chr1:3382615-3382916	chr1	3382615	3382916	RER1|chr1:3466051-3466352	RER1|chr1:3382615-3382916	RER1	ENSG00000157916	WTC11	-0.05036681354218914	-3.4309234743395636	0.232	0.7781469387755102	FALSE	1059551	1074427.5	chr1	2391775	2391776	promoter	ARHGEF16	NA	ARHGEF16	FALSE	TRUE	FALSE	FALSE	FALSE	FALSE	0.05	0.08	0.12	0.44	0.84	0.95	1	1	NA	NA	chr1:3382615-3382916	enh	WTC11_Random_Screen_Crop_1588,WTC11_Random_Screen_Crop_1589,WTC11_Random_Screen_Crop_1590,WTC11_Random_Screen_Crop_1591,WTC11_Random_Screen_Crop_1592,WTC11_Random_Screen_Crop_1593,WTC11_Random_Screen_Crop_1594,WTC11_Random_Screen_Crop_1595,WTC11_Random_Screen_Crop_1596,WTC11_Random_Screen_Crop_1597,WTC11_Random_Screen_Crop_1598,WTC11_Random_Screen_Crop_1599,WTC11_Random_Screen_Crop_1600,WTC11_Random_Screen_Crop_1601,WTC11_Random_Screen_Crop_1602
chr1:3467551-3467852	chr1	3467551	3467852	chr1:3384115-3384416	chr1	3384115	3384416	PEX10|chr1:3467551-3467852	PEX10|chr1:3384115-3384416	PEX10	ENSG00000157911	WTC11	0.03606751616261037	2.5315220121405297	0.256	0.8010204664445503	FALSE	1039029	1055130.5	chr1	2413796	2413797	promoter	ARHGEF16	NA	ARHGEF16	FALSE	TRUE	FALSE	FALSE	FALSE	FALSE	0.05	0.08	0.19	0.61	0.84	0.99	1	1	NA	NA	chr1:3384115-3384416	enh	WTC11_Random_Screen_Crop_1603,WTC11_Random_Screen_Crop_1604,WTC11_Random_Screen_Crop_1605,WTC11_Random_Screen_Crop_1606,WTC11_Random_Screen_Crop_1607,WTC11_Random_Screen_Crop_1608,WTC11_Random_Screen_Crop_1609,WTC11_Random_Screen_Crop_1610,WTC11_Random_Screen_Crop_1611,WTC11_Random_Screen_Crop_1612,WTC11_Random_Screen_Crop_1613,WTC11_Random_Screen_Crop_1614,WTC11_Random_Screen_Crop_1615,WTC11_Random_Screen_Crop_1616,WTC11_Random_Screen_Crop_1617
chr1:3467551-3467852	chr1	3467551	3467852	chr1:3384115-3384416	chr1	3384115	3384416	RER1|chr1:3467551-3467852	RER1|chr1:3384115-3384416	RER1	ENSG00000157916	WTC11	-0.03614436250973648	-2.474213201345942	0.416	0.8720612244897958	FALSE	1061051	1075927.5	chr1	2391775	2391776	promoter	ARHGEF16	NA	ARHGEF16	FALSE	TRUE	FALSE	FALSE	FALSE	FALSE	0.03	0.08	0.13	0.56	0.87	0.98	1	1	NA	NA	chr1:3384115-3384416	enh	WTC11_Random_Screen_Crop_1603,WTC11_Random_Screen_Crop_1604,WTC11_Random_Screen_Crop_1605,WTC11_Random_Screen_Crop_1606,WTC11_Random_Screen_Crop_1607,WTC11_Random_Screen_Crop_1608,WTC11_Random_Screen_Crop_1609,WTC11_Random_Screen_Crop_1610,WTC11_Random_Screen_Crop_1611,WTC11_Random_Screen_Crop_1612,WTC11_Random_Screen_Crop_1613,WTC11_Random_Screen_Crop_1614,WTC11_Random_Screen_Crop_1615,WTC11_Random_Screen_Crop_1616,WTC11_Random_Screen_Crop_1617
chr1:3468451-3468752	chr1	3468451	3468752	chr1:3385015-3385316	chr1	3385015	3385316	PEX10|chr1:3468451-3468752	PEX10|chr1:3385015-3385316	PEX10	ENSG00000157911	WTC11	0.008420825866379962	0.5853939434149911	0.8	0.9712280701754388	FALSE	1039929	1056030.5	chr1	2413796	2413797	promoter	ARHGEF16	NA	ARHGEF16	FALSE	TRUE	FALSE	FALSE	FALSE	FALSE	0.06	0.1	0.2	0.57	0.89	0.99	1	1	NA	NA	chr1:3385015-3385316	enh	WTC11_Random_Screen_Crop_1618,WTC11_Random_Screen_Crop_1619,WTC11_Random_Screen_Crop_1620,WTC11_Random_Screen_Crop_1621,WTC11_Random_Screen_Crop_1622,WTC11_Random_Screen_Crop_1623,WTC11_Random_Screen_Crop_1624,WTC11_Random_Screen_Crop_1625,WTC11_Random_Screen_Crop_1626,WTC11_Random_Screen_Crop_1627,WTC11_Random_Screen_Crop_1628,WTC11_Random_Screen_Crop_1629,WTC11_Random_Screen_Crop_1630,WTC11_Random_Screen_Crop_1631,WTC11_Random_Screen_Crop_1632
